EID Prefix,Reply Type,Received From,RLOC Addresses,RLOC Priorities,RLOC Weights,RLOC States,New Deployed Changed,Configuration Changed ,Statistical Changed,Recieved From Changed,Received From not RLOCs ,Received From RLOCs ,Received From Map Resolver ,Number of Timestamp,Total Number of Timestamp
132.227.120.47:32,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
132.227.120.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
132.227.120.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
132.227.120.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
132.227.120.96:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
132.227.121.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
132.227.122.0:23,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
132.227.124.0:22,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
132.227.128.0:17,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
132.227.64.0:19,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
132.227.96.0:20,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,10,10,299
132.228.0.0:14,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
132.232.0.0:13,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
132.240.0.0:12,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
133.0.0.0:8,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,60,60,299
134.0.0.0:7,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,66,66,299
136.0.0.0:5,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,73,73,299
144.0.0.0:7,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,65,65,299
146.0.0.0:8,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,51,51,299
147.0.0.0:10,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
147.128.0.0:9,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
147.64.0.0:12,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
147.80.0.0:15,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
147.82.0.0:16,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
147.83.0.0:17,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.128.0:23,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
147.83.130.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
147.83.131.0:25,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
147.83.131.128:26,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
147.83.131.192:27,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
147.83.131.224:32,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
147.83.131.225:32,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
147.83.131.226:32,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
147.83.131.227:32,Negative Reply,202.51.247.10,[],[],[],[],1,0,0,1,4,0,6,10,299
147.83.131.228:32,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,10,10,299
147.83.131.229:32,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,10,10,299
147.83.131.230:31,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
147.83.131.232:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
147.83.131.240:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
147.83.132.0:22,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
147.83.136.0:21,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
147.83.144.0:20,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
147.83.160.0:19,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
147.83.192.0:18,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.84.0.0:14,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
147.88.0.0:13,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
147.96.0.0:11,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
148.0.0.0:6,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,61,61,299
152.0.0.0:8,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
153.0.0.0:12,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
153.128.0.0:9,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
153.16.0.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.1.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.10.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,64,64,299
153.16.11.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,47,47,299
153.16.12.0:26,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.12.128:26,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,34,34,299
153.16.12.192:27,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
153.16.12.224:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
153.16.12.240:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.12.248:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,22,22,299
153.16.12.64:26,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
153.16.13.0:28,LISP Reply,173.228.9.248,['173.228.9.248'],['1'],['100'],['Up'],0,0,0,0,0,34,0,34,299
153.16.13.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
153.16.13.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.13.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.13.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
153.16.13.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,34,34,299
153.16.13.176:28,LISP Reply,76.102.34.4,['76.102.34.4'],['1'],['50'],['Up'],0,0,0,0,0,23,0,23,299
153.16.13.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.13.208:28,LISP Reply,50.174.210.10,['50.174.210.10'],['1'],['100'],['Up'],2,0,0,2,0,22,1,23,299
153.16.13.224:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,12,12,299
153.16.13.240:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
153.16.13.32:28,LISP Reply,108.245.189.84,['108.245.189.84'],['1'],['100'],['Up'],2,0,0,2,0,32,1,33,299
153.16.13.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,34,34,299
153.16.13.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.13.80:28,LISP Reply,107.3.187.25,['107.3.187.25'],['10'],['50'],['Up'],0,0,0,0,0,26,0,26,299
153.16.13.96:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.14.0:26,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,22,22,299
153.16.14.128:25,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.14.64:26,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
153.16.15.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,9,9,299
153.16.16.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.160.0:19,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,229,229,299
153.16.17.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.17.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.17.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.17.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.17.16:28,LISP Reply,24.94.13.140,['24.94.13.140'],['1'],['1'],['Up'],0,0,0,0,0,1,0,1,299
153.16.17.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.17.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.17.208:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.17.224:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.17.240:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.17.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.17.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.17.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.17.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.17.96:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.18.0:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.18.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.18.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.208:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.224:27,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.18.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.18.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.18.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.96:28,LISP Reply,68.177.12.182,['170.40.251.1'],['1'],['100'],['Up'],0,0,0,0,3,0,0,3,299
153.16.19.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.192.0:18,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
153.16.2.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.28.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,182,182,299
153.16.29.0:28,LISP Reply,70.80.236.44,['70.80.236.44'],['1'],['1'],['Up'],0,5,0,1,0,64,0,64,299
153.16.29.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,49,49,299
153.16.29.128:25,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,142,142,299
153.16.29.16:28,LISP Reply,73.12.9.178,['73.12.9.178'],['1'],['1'],['Up'],0,0,0,0,0,105,0,105,299
153.16.29.32:28,LISP Reply,208.102.188.222,['208.102.188.222'],['1'],['1'],['Up'],2,0,0,2,0,116,4,120,299
153.16.29.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,53,53,299
153.16.29.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,59,59,299
153.16.29.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,49,49,299
153.16.29.96:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,65,65,299
153.16.30.0:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,45,45,299
153.16.30.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,45,45,299
153.16.30.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,40,40,299
153.16.30.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,36,36,299
153.16.30.160:29,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.30.160:30,LISP Reply,24.51.209.235,['24.51.209.235'],['1'],['100'],['Up'],0,0,0,0,0,58,0,58,299
153.16.30.164:30,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,37,37,299
153.16.30.168:30,LISP Reply,24.4.100.89,['24.4.100.89'],['1'],['100'],['Up'],0,0,0,0,0,52,0,52,299
153.16.30.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,51,51,299
153.16.30.172:30,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,40,40,299
153.16.30.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,31,31,299
153.16.30.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,38,38,299
153.16.30.208:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
153.16.30.224:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
153.16.30.240:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,34,34,299
153.16.30.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,41,41,299
153.16.30.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,51,51,299
153.16.30.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,49,49,299
153.16.30.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,40,40,299
153.16.30.96:28,LISP Reply,173.8.103.241,['173.8.103.241'],['1'],['100'],['Up'],0,0,0,0,0,88,0,88,299
153.16.31.0:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,49,49,299
153.16.31.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.31.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
153.16.31.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.31.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.31.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
153.16.31.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
153.16.31.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
153.16.31.208:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
153.16.31.224:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.31.240:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.31.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
153.16.31.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
153.16.31.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
153.16.31.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
153.16.31.96:28,LISP Reply,68.44.224.35,['68.44.224.35'],['1'],['100'],['Up'],0,0,0,0,0,35,0,35,299
153.16.32.0:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,2,0,0,0,17,299
153.16.32.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.32.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.32.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.32.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.32.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.32.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.32.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.32.208:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.32.224:28,LISP Reply,192.162.230.14,"['192.162.230.13', '192.162.230.14']","['10', '10']","['50', '50']","['Up', 'Up']",0,0,0,3,0,6,0,6,299
153.16.32.240:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.32.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.32.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.32.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.32.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.32.96:28,LISP Reply,147.102.40.203,"['147.102.40.203', '147.102.224.6']","['10', '1']","['100', '100']","['Up', 'Up']",0,0,0,0,0,7,0,7,299
153.16.33.0:24,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.49.0:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,37,37,299
153.16.49.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,31,31,299
153.16.49.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
153.16.49.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
153.16.49.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
153.16.49.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,39,39,299
153.16.49.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
153.16.49.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
153.16.49.208:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
153.16.49.224:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
153.16.49.240:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.49.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,39,39,299
153.16.49.48:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,34,34,299
153.16.49.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
153.16.49.80:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,32,32,299
153.16.49.96:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
153.16.50.0:28,LISP Reply,89.123.122.244,"['89.123.122.244', '2a02:2f0e:17b:a100::1']","['1', '1']","['1', '1']","['Up', 'Up']",0,1,1,6,0,32,0,32,299
153.16.50.112:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,12,12,299
153.16.50.128:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
153.16.50.144:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,12,12,299
153.16.50.160:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.50.16:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.50.176:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
153.16.50.192:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.50.208:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
153.16.50.224:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
153.16.50.240:28,LISP Reply,92.50.113.214,['92.50.113.214'],['1'],['100'],['Up'],0,0,0,0,0,15,0,15,299
153.16.50.32:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,12,12,299
